id;correlation_id;counterparty_id;counterparty_address;protocol;type;state;state_count;state_timestamp;error_detail;agreement_id;contract_offers;trace_context;lease_id;created_at;updated_at
e847d1fd-9a7b-404e-a347-b1414109d82b;70a2f240-dabf-40d0-9b9e-8033e040bf09;urn:connector:consumer-control-plane;http://consumer-control-plane:8282/api/v1/ids/data;ids-multipart;1;1200;1;1679568345354;;bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9;"[{""id"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:49ccf723-20ae-4d18-9242-e0fc71070956"",""policy"":{""permissions"":[{""edctype"":""dataspaceconnector:permission"",""uid"":null,""target"":""c295157c-188e-497b-8e78-250988534617"",""action"":{""type"":""USE"",""includedIn"":null,""constraint"":null},""assignee"":null,""assigner"":null,""constraints"":[],""duties"":[]}],""prohibitions"":[],""obligations"":[],""extensibleProperties"":{},""inheritsFrom"":null,""assigner"":null,""assignee"":null,""target"":""c295157c-188e-497b-8e78-250988534617"",""@type"":{""@policytype"":""set""}},""asset"":{""id"":""c295157c-188e-497b-8e78-250988534617"",""createdAt"":1679568339309,""properties"":{""asset:prop:contenttype"":""application/json"",""asset:prop:policy-id"":""use-eu"",""asset:prop:id"":""c295157c-188e-497b-8e78-250988534617""}},""provider"":""urn:connector:provider"",""consumer"":""urn:connector:consumer"",""offerStart"":null,""offerEnd"":null,""contractStart"":""2023-03-23T10:45:42.753Z"",""contractEnd"":""2024-03-22T10:45:42.753Z""}]";{};;1679568343797;1679568345354
