transferprocess_id;type;state;state_count;state_time_stamp;trace_context;error_detail;resource_manifest;provisioned_resource_set;lease_id;content_data_address;created_at;deprovisioned_resources;updated_at;transferprocess_properties
64b9f894-674d-4144-b620-18d20cbd3d9c;PROVIDER;600;1;1679568348030;{};;"{""definitions"":[{""edctype"":""dataspaceconnector:additionalheadersresourcedefinition"",""id"":""69d5ca12-92fd-434e-95f4-1b65515da03a"",""transferProcessId"":""64b9f894-674d-4144-b620-18d20cbd3d9c"",""contractId"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9"",""dataAddress"":{""properties"":{""baseUrl"":""http://dummy-backend:8000/returnparams"",""proxyQueryParams"":""false"",""proxyMethod"":""false"",""proxyBody"":""false"",""type"":""HttpData"",""proxyPath"":""true""}}}]}";"{""transferProcessId"":""64b9f894-674d-4144-b620-18d20cbd3d9c"",""resources"":[{""edctype"":""AdditionalHeadersProvisionedResource"",""id"":""86ef927a-55c2-4f21-a7d1-93ddcd0b5db7"",""transferProcessId"":""64b9f894-674d-4144-b620-18d20cbd3d9c"",""resourceDefinitionId"":""69d5ca12-92fd-434e-95f4-1b65515da03a"",""resourceName"":""8918af28-65fe-403f-b64f-90acebb13f3c"",""dataAddress"":{""properties"":{""baseUrl"":""http://dummy-backend:8000/returnparams"",""header:Edc-Contract-Agreement-Id"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9"",""proxyQueryParams"":""false"",""proxyMethod"":""false"",""proxyBody"":""false"",""type"":""HttpData"",""proxyPath"":""true""}}}]}";6490480d-e091-4cd9-a490-7ff5d6c1a995;"{""properties"":{""baseUrl"":""http://dummy-backend:8000/returnparams"",""header:Edc-Contract-Agreement-Id"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9"",""proxyQueryParams"":""false"",""proxyMethod"":""false"",""proxyBody"":""false"",""type"":""HttpData"",""proxyPath"":""true""}}";1679568346811;[];1679568348030;{}
5d77d701-879a-4670-a0eb-1d5eded1a185;PROVIDER;600;1;1679568349716;{};;"{""definitions"":[{""edctype"":""dataspaceconnector:additionalheadersresourcedefinition"",""id"":""eda994d3-8882-48c3-9456-d204e054f640"",""transferProcessId"":""5d77d701-879a-4670-a0eb-1d5eded1a185"",""contractId"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9"",""dataAddress"":{""properties"":{""baseUrl"":""http://dummy-backend:8000/returnparams"",""proxyQueryParams"":""false"",""proxyMethod"":""false"",""proxyBody"":""false"",""type"":""HttpData"",""proxyPath"":""true""}}}]}";"{""transferProcessId"":""5d77d701-879a-4670-a0eb-1d5eded1a185"",""resources"":[{""edctype"":""AdditionalHeadersProvisionedResource"",""id"":""4e922feb-2103-41a2-a285-2aa5aeeedddc"",""transferProcessId"":""5d77d701-879a-4670-a0eb-1d5eded1a185"",""resourceDefinitionId"":""eda994d3-8882-48c3-9456-d204e054f640"",""resourceName"":""1de2671b-e9b8-4c01-b734-30ec5a3b89e7"",""dataAddress"":{""properties"":{""baseUrl"":""http://dummy-backend:8000/returnparams"",""header:Edc-Contract-Agreement-Id"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9"",""proxyQueryParams"":""false"",""proxyMethod"":""false"",""proxyBody"":""false"",""type"":""HttpData"",""proxyPath"":""true""}}}]}";7ba59f2b-acea-4016-be1d-b7bd6f9cb28b;"{""properties"":{""baseUrl"":""http://dummy-backend:8000/returnparams"",""header:Edc-Contract-Agreement-Id"":""bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9"",""proxyQueryParams"":""false"",""proxyMethod"":""false"",""proxyBody"":""false"",""type"":""HttpData"",""proxyPath"":""true""}}";1679568349046;[];1679568349716;{}
