datarequest_id;process_id;connector_address;protocol;connector_id;asset_id;contract_id;data_destination;managed_resources;properties;transfer_type;transfer_process_id
7debee73-52bc-4fb2-b43b-aa2a89ea6b47;64b9f894-674d-4144-b620-18d20cbd3d9c;http://consumer-control-plane:8282/api/v1/ids/data;ids-multipart;urn:connector:provider-control-plane;c295157c-188e-497b-8e78-250988534617;bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9;"{""properties"":{""type"":""HttpProxy""}}";t;{};"{""contentType"":""application/octet-stream"",""isFinite"":true}";64b9f894-674d-4144-b620-18d20cbd3d9c
1f93c026-c63b-4e7d-b24a-af7ac6b5d0c1;5d77d701-879a-4670-a0eb-1d5eded1a185;http://third-webhook-service:8000/webhook;ids-multipart;urn:connector:provider-control-plane;c295157c-188e-497b-8e78-250988534617;bbb5dd91-326d-4bf1-8f92-e33428ee8212:72ebfdf5-f6f6-434b-945d-e49d7c6950d9;"{""properties"":{""type"":""HttpProxy""}}";t;{};"{""contentType"":""application/octet-stream"",""isFinite"":true}";5d77d701-879a-4670-a0eb-1d5eded1a185
